Feature,Importance,Type
age,1.4802973661668754e-17,gb_Calibrated
age,0.02131147540983601,gb_Calibrated
age,-0.018579234972677612,gb_Calibrated
age,0.015846994535519143,gb_Calibrated
age,-0.029508196721311518,gb_Calibrated
age,0.024043715846994485,gb_Calibrated
age,0.022950819672131157,gb_Calibrated
age,-0.0010928961748633856,gb_Calibrated
age,-0.03169398907103827,gb_Calibrated
age,0.027322404371584737,gb_Calibrated
age,1.4802973661668754e-17,gb_Non-Calibrated
age,0.02131147540983601,gb_Non-Calibrated
age,-0.018579234972677612,gb_Non-Calibrated
age,0.015846994535519143,gb_Non-Calibrated
age,-0.029508196721311518,gb_Non-Calibrated
age,0.024043715846994485,gb_Non-Calibrated
age,0.022950819672131157,gb_Non-Calibrated
age,-0.0010928961748633856,gb_Non-Calibrated
age,-0.03169398907103827,gb_Non-Calibrated
age,0.027322404371584737,gb_Non-Calibrated
comorb,0.025136612021857952,gb_Calibrated
comorb,0.009836065573770435,gb_Calibrated
comorb,-0.020765027322404393,gb_Calibrated
comorb,-0.020765027322404393,gb_Calibrated
comorb,-0.00874316939890719,gb_Calibrated
comorb,0.045355191256830435,gb_Calibrated
comorb,0.0,gb_Calibrated
comorb,0.01748633879781423,gb_Calibrated
comorb,-0.03442622950819676,gb_Calibrated
comorb,0.020765027322404397,gb_Calibrated
comorb,0.025136612021857952,gb_Non-Calibrated
comorb,0.009836065573770435,gb_Non-Calibrated
comorb,-0.020765027322404393,gb_Non-Calibrated
comorb,-0.020765027322404393,gb_Non-Calibrated
comorb,-0.00874316939890719,gb_Non-Calibrated
comorb,0.045355191256830435,gb_Non-Calibrated
comorb,0.0,gb_Non-Calibrated
comorb,0.01748633879781423,gb_Non-Calibrated
comorb,-0.03442622950819676,gb_Non-Calibrated
comorb,0.020765027322404397,gb_Non-Calibrated
ll_amp,0.014754098360655754,gb_Calibrated
ll_amp,0.050819672131147485,gb_Calibrated
ll_amp,0.043169398907103786,gb_Calibrated
ll_amp,0.04972677595628419,gb_Calibrated
ll_amp,0.005464480874316909,gb_Calibrated
ll_amp,0.06557377049180323,gb_Calibrated
ll_amp,0.061748633879781384,gb_Calibrated
ll_amp,0.03224043715846996,gb_Calibrated
ll_amp,0.02240437158469945,gb_Calibrated
ll_amp,0.05683060109289622,gb_Calibrated
ll_amp,0.014754098360655754,gb_Non-Calibrated
ll_amp,0.050819672131147485,gb_Non-Calibrated
ll_amp,0.043169398907103786,gb_Non-Calibrated
ll_amp,0.04972677595628419,gb_Non-Calibrated
ll_amp,0.005464480874316909,gb_Non-Calibrated
ll_amp,0.06557377049180323,gb_Non-Calibrated
ll_amp,0.061748633879781384,gb_Non-Calibrated
ll_amp,0.03224043715846996,gb_Non-Calibrated
ll_amp,0.02240437158469945,gb_Non-Calibrated
ll_amp,0.05683060109289622,gb_Non-Calibrated
BMI,0.01857923497267763,gb_Calibrated
BMI,0.0021857923497267634,gb_Calibrated
BMI,-0.0010928961748633893,gb_Calibrated
BMI,0.032240437158469984,gb_Calibrated
BMI,0.0049180327868851995,gb_Calibrated
BMI,0.03770491803278683,gb_Calibrated
BMI,-0.00710382513661203,gb_Calibrated
BMI,0.018579234972677616,gb_Calibrated
BMI,-0.010382513661202197,gb_Calibrated
BMI,0.006010928961748663,gb_Calibrated
BMI,0.01857923497267763,gb_Non-Calibrated
BMI,0.0021857923497267634,gb_Non-Calibrated
BMI,-0.0010928961748633893,gb_Non-Calibrated
BMI,0.032240437158469984,gb_Non-Calibrated
BMI,0.0049180327868851995,gb_Non-Calibrated
BMI,0.03770491803278683,gb_Non-Calibrated
BMI,-0.00710382513661203,gb_Non-Calibrated
BMI,0.018579234972677616,gb_Non-Calibrated
BMI,-0.010382513661202197,gb_Non-Calibrated
BMI,0.006010928961748663,gb_Non-Calibrated
surgery,0.01420765027322406,gb_Calibrated
surgery,0.0,gb_Calibrated
surgery,-0.01311475409836067,gb_Calibrated
surgery,0.015300546448087449,gb_Calibrated
surgery,0.002185792349726734,gb_Calibrated
surgery,0.04153005464480862,gb_Calibrated
surgery,0.0,gb_Calibrated
surgery,0.030601092896174898,gb_Calibrated
surgery,0.01748633879781423,gb_Calibrated
surgery,0.01748633879781423,gb_Calibrated
surgery,0.01420765027322406,gb_Non-Calibrated
surgery,0.0,gb_Non-Calibrated
surgery,-0.01311475409836067,gb_Non-Calibrated
surgery,0.015300546448087449,gb_Non-Calibrated
surgery,0.002185792349726734,gb_Non-Calibrated
surgery,0.04153005464480862,gb_Non-Calibrated
surgery,0.0,gb_Non-Calibrated
surgery,0.030601092896174898,gb_Non-Calibrated
surgery,0.01748633879781423,gb_Non-Calibrated
surgery,0.01748633879781423,gb_Non-Calibrated
al,-0.02732240437158469,gb_Calibrated
al,0.0,gb_Calibrated
al,0.02404371584699456,gb_Calibrated
al,0.03606557377049184,gb_Calibrated
al,0.0,gb_Calibrated
al,0.041530054644808606,gb_Calibrated
al,0.02404371584699456,gb_Calibrated
al,0.03497267759562846,gb_Calibrated
al,-0.0076502732240437245,gb_Calibrated
al,0.08524590163934435,gb_Calibrated
al,-0.02732240437158469,gb_Non-Calibrated
al,0.0,gb_Non-Calibrated
al,0.02404371584699456,gb_Non-Calibrated
al,0.03606557377049184,gb_Non-Calibrated
al,0.0,gb_Non-Calibrated
al,0.041530054644808606,gb_Non-Calibrated
al,0.02404371584699456,gb_Non-Calibrated
al,0.03497267759562846,gb_Non-Calibrated
al,-0.0076502732240437245,gb_Non-Calibrated
al,0.08524590163934435,gb_Non-Calibrated
ul_amp,0.028961748633879812,gb_Calibrated
ul_amp,0.0016393442622950726,gb_Calibrated
ul_amp,-0.00710382513661203,gb_Calibrated
ul_amp,0.03934426229508201,gb_Calibrated
ul_amp,-0.0005464480874317427,gb_Calibrated
ul_amp,0.03333333333333327,gb_Calibrated
ul_amp,0.015846994535519143,gb_Calibrated
ul_amp,0.016393442622950834,gb_Calibrated
ul_amp,0.01475409836065574,gb_Calibrated
ul_amp,0.02841530054644812,gb_Calibrated
ul_amp,0.028961748633879812,gb_Non-Calibrated
ul_amp,0.0016393442622950726,gb_Non-Calibrated
ul_amp,-0.00710382513661203,gb_Non-Calibrated
ul_amp,0.03934426229508201,gb_Non-Calibrated
ul_amp,-0.0005464480874317427,gb_Non-Calibrated
ul_amp,0.03333333333333327,gb_Non-Calibrated
ul_amp,0.015846994535519143,gb_Non-Calibrated
ul_amp,0.016393442622950834,gb_Non-Calibrated
ul_amp,0.01475409836065574,gb_Non-Calibrated
ul_amp,0.02841530054644812,gb_Non-Calibrated
ahd,0.023497267759562866,gb_Calibrated
ahd,0.07923497267759559,gb_Calibrated
ahd,0.0508196721311475,gb_Calibrated
ahd,0.09890710382513661,gb_Calibrated
